text_display,video_source,text_emoji,text_clean,word_count,aspect_category,is_sarcastic,sentiment
"Kalo liat dari budaya negara sini sih kayaknya ngga bakal ada yg mau mundur, apalagi modelan PK yg diinterview kerja di hari natal keliatan bgt BU sampe media Belanda aja kaget bisa-bisanya Indonesia yg tracknya lg lumayan bagus buat bisa lolos pildun malah jadiin PK sebagai pelatih utama. ZONK! Kluivert harus out!",Youtube,"Kalo liat dari budaya negara sini sih kayaknya ngga bakal ada yg mau mundur, apalagi modelan PK yg diinterview kerja di hari natal keliatan bgt BU sampe media Belanda aja kaget bisa-bisanya Indonesia yg tracknya lg lumayan bagus buat bisa lolos pildun malah jadiin PK sebagai pelatih utama. ZONK! Kluivert harus out!",kalo lihat dari budaya negara sini sih kayaknya enggak bakal ada yang mau mundur apalagi modelan pakai yang diinterview kerja di hari natal kelihatan banget bu sampai media belanda saja kaget bisa-bisanya indonesia yang tracknya lagi lumayan bagus buat bisa lolos pildun malah jadikan pakai sebagai pelatih utama zonk! kluivert harus out!,52,Coach_Kluivert,0,Negative
"ini adalah squat yang diinginkan STY, diks ,emil / paes, jay , verdonk, dean, depan ole (tapi sty cari yang bisa turun ke bawah, tapi kalo ole pengucualian STY), pelupessy , haye, miliano ini dah mewah, STY akan jeli, ngapain klok dibawa sih patrik......kalo beckham ga papa sebagai jam terbang. masih muda, ini klok maliiiiiiiiiiih",Youtube,"ini adalah squat yang diinginkan STY, diks ,emil / paes, jay , verdonk, dean, depan ole (tapi sty cari yang bisa turun ke bawah, tapi kalo ole pengucualian STY), pelupessy , haye, miliano ini dah mewah, STY akan jeli, ngapain klok dibawa sih patrik......kalo beckham ga papa sebagai jam terbang. masih muda, ini klok maliiiiiiiiiiih",ini adalah squat yang diinginkan sty diks emil paes jay verdonk dean depan ole tapi sty cari yang bisa turun ke bawah tapi kalo ole pengucualian sty pelupessy haye miliano ini deh mewah sty akan jeli mengapai kalo dibawa sih patrikkalo beckham enggak papa sebagai jam terbang masih muda ini kalo malih,52,Coach_STY,0,Neutral
"jika pak erik di gantikan, siapa yang akan menggantikan,
 secaraaa ya, ketum pssi sebelumnya seperti apa... kelam dengan mafia nyaa",Youtube,"jika pak erik di gantikan, siapa yang akan menggantikan, secaraaa ya, ketum pssi sebelumnya seperti apa... kelam dengan mafia nyaa",jika pak erik di gantikan siapa yang akan menggantikan secara ya ketum pssi sebelumnya seperti apa kelam dengan mafia nya,20,Mgmt_ET,0,Negative
Minimal mandi dulu bg 😂,Youtube,Minimal mandi dulu bg lawak,minimal mandi dulu bang lawak,5,General,1,Negative
Bahlil harus mundur,Youtube,Bahlil harus mundur,bahlil harus mundur,3,General,0,Negative
"Gw nangis bukan hanya karna gagal lolos ke pildun, tapi gw nangis karna kecawa melihat strategi yg gak jelas dari timnas kita..",Youtube,"Gw nangis bukan hanya karna gagal lolos ke pildun, tapi gw nangis karna kecawa melihat strategi yg gak jelas dari timnas kita..",gue menangis bukan hanya karena gagal lolos ke pildun tapi gue menangis karena kecawa melihat strategi yang enggak jelas dari timnas kita,22,Player,0,Negative
Reformasi total PSSI,Youtube,Reformasi total PSSI,reformasi total pssi,3,Mgmt_General,0,Negative
semua karena komunikasi yang terlalu lancar,Youtube,semua karena komunikasi yang terlalu lancar,semua karena komunikasi yang terlalu lancar,6,General,1,Negative
"Kalau sepak bola indonesia mau maju, harus dipegang orang2 bersih. Ketua pssi harus bersih dari praktek korupsi. Pemilihan ET sbg ketua pssi tidak sehat. BUMN banyak merugi dan terjadi banyak korupsi dibawah ET diduga menjadi alasan ET dipindah ke pssi. Hanya karena pernah menjadi owner inter milan dan dc united di US, tdk menjamin membawa sepak bola indonesia mendunia",Youtube,"Kalau sepak bola indonesia mau maju, harus dipegang orang2 bersih. Ketua pssi harus bersih dari praktek korupsi. Pemilihan ET sbg ketua pssi tidak sehat. BUMN banyak merugi dan terjadi banyak korupsi dibawah ET diduga menjadi alasan ET dipindah ke pssi. Hanya karena pernah menjadi owner inter milan dan dc united di US, tdk menjamin membawa sepak bola indonesia mendunia",kalau sepak bola indonesia mau maju harus dipegang orang-orang bersih ketua pssi harus bersih dari praktek korupsi pemilihan et sebagai ketua pssi tidak sehat bumn banyak merugi dan terjadi banyak korupsi dibawah et diduga menjadi alasan et dipindah ke pssi hanya karena pernah menjadi owner inter milan dan dc united di us tidak menjamin membawa sepak bola indonesia mendunia,59,Mgmt_ET,0,Negative
"bisa dipidanakan ga ya dengan dalih ""merugikan negara""",Youtube,"bisa dipidanakan ga ya dengan dalih ""merugikan negara""",bisa dipidanakan enggak ya dengan dalih merugikan negara,8,General,0,Negative
"Ada yang kepikiran ga si kemana pergi nya bung towel, jadi curiga dia dibayar buat komplen setengah mati ke sty sampe tidak jadi perpanjang kontrak, skrg bak hilang di telat bumi si towel.",Youtube,"Ada yang kepikiran ga si kemana pergi nya bung towel, jadi curiga dia dibayar buat komplen setengah mati ke sty sampe tidak jadi perpanjang kontrak, skrg bak hilang di telat bumi si towel.",ada yang kepikiran enggak sih kemana pergi nya bung towel jadi curiga dia dibayar buat komplen setengah mati ke sty sampai tidak jadi perpanjang kontrak sekarang bak hilang di telat bumi sih towel,33,Coach_STY,0,Negative
Sty bangun dari nol.pertengahan malah d pecat karena ingin main ala belanda yg gagal.total main bagus tapi kalah buat apa,Youtube,Sty bangun dari nol.pertengahan malah d pecat karena ingin main ala belanda yg gagal.total main bagus tapi kalah buat apa,sty bangun dari nolpertengahan malah di pecat karena ingin main ala belanda yang gagaltotal main bagus tapi kalah buat apa,20,Coach_STY,0,Negative
"Ibarat, Buang BTC palah pilih MANTA",Youtube,"Ibarat, Buang BTC palah pilih MANTA",ibarat buang btc palah pilih mantan,6,General,0,Negative
Jangan dipecat... Tapi mundur,Youtube,Jangan dipecat... Tapi mundur,jangan dipecat tapi mundur,4,General,0,Negative
Yang out itu seharusnya pa Erik Tohir..karena diawal beliau bilang bertanggung jawab penuh atas pemecatan STY dan pemilihan PK..tapi Skrang Koo media bilang Patrik out..Patrik itu sudah otomatis..dan keputusan beliau TDK kembali sebetulnya sudah sinyal...,Youtube,Yang out itu seharusnya pa Erik Tohir..karena diawal beliau bilang bertanggung jawab penuh atas pemecatan STY dan pemilihan PK..tapi Skrang Koo media bilang Patrik out..Patrik itu sudah otomatis..dan keputusan beliau TDK kembali sebetulnya sudah sinyal...,yang out itu seharusnya apa erik tohirkarena diawal beliau bilang bertanggung jawab penuh atas pemecatan sty dan pemilihan pktapi sekarang koo media bilang patrik outpatrik itu sudah otomatisdan keputusan beliau tidak kembali sebetulnya sudah sinyal,35,Coach_STY,0,Negative
Erick yang tanggung jawab lah,Youtube,Erick yang tanggung jawab lah,erick yang tanggung jawab lah,5,Mgmt_ET,0,Negative
Patrick Kluivert dan ketua PSSI harus segera mundur. tolong sadar diri.,Youtube,Patrick Kluivert dan ketua PSSI harus segera mundur. tolong sadar diri.,patrick kluivert dan ketua pssi harus segera mundur tolong sadar diri,11,Coach_Kluivert,0,Negative
"Towel juga harus di kejar itu, udh kelewatan dia komentarnya. Harus mempertahankan si bintang laut ini, jelas jelas dia selalu bilang out STY, tapi tidak ke bintang laut ini",Youtube,"Towel juga harus di kejar itu, udh kelewatan dia komentarnya. Harus mempertahankan si bintang laut ini, jelas jelas dia selalu bilang out STY, tapi tidak ke bintang laut ini",towel juga harus di kejar itu sudah kelewatan dia komentarnya harus mempertahankan sih bintang laut ini jelas jelas dia selalu bilang out sty tapi tidak ke bintang laut ini,29,Coach_STY,0,Negative
"Kalo disuruh harus mundur ya pelatih yg harus mundur, kalo ET yg mundur siap siap aja timnas atau sepakbola Konoha balik lagi ke setelan pabrik😂",Youtube,"Kalo disuruh harus mundur ya pelatih yg harus mundur, kalo ET yg mundur siap siap aja timnas atau sepakbola Konoha balik lagi ke setelan pabrik lawak",kalo disuruh harus mundur ya pelatih yang harus mundur kalo et yang mundur siap siap saja timnas atau sepakbola konoha balik lagi ke setelan pabrik lawak,26,Mgmt_ET,1,Negative
Menpora harus pecat ketua PSSI,Youtube,Menpora harus pecat ketua PSSI,menpora harus pecat ketua pssi,5,Mgmt_General,0,Negative
Mundur....Kalau masih punya rasa malu,Youtube,Mundur....Kalau masih punya rasa malu,mundurkalau masih punya rasa malu,5,General,0,Negative
gila ya mimpi jutaan orang digadaikan dengan uang bandar judi,Youtube,gila ya mimpi jutaan orang digadaikan dengan uang bandar judi,gila ya mimpi jutaan orang digadaikan dengan uang bandar judi,10,General,0,Negative
"Kluivert ini mirip kek Ten Hag di mu broh, penyakitnya di pelatih terlalu kekeh main 4 bek, jujur aja indo kualitasnya cocok 3 bek serius. Yahhh bagaimanapun ini pelatih kluivert gk cocok untuk dipertahankan",Youtube,"Kluivert ini mirip kek Ten Hag di mu broh, penyakitnya di pelatih terlalu kekeh main 4 bek, jujur aja indo kualitasnya cocok 3 bek serius. Yahhh bagaimanapun ini pelatih kluivert gk cocok untuk dipertahankan",kluivert ini mirip kayak ten hag di mu broh penyakitnya di pelatih terlalu kekeh main 4 bek jujur saja indonesia kualitasnya cocok 3 bek serius ya bagaimanapun ini pelatih kluivert enggak cocok untuk dipertahankan,34,Coach_Kluivert,0,Negative
"intinya patrick kuivert memang salah dalam memilih taktik , akan tetapi erick thohir sebagai pemegang tetinggi PSSI lebih salah da terlalu cepat mengganti pelatih yg sudah berjuang bersama dari nol dan mengganti dengan pelatih yg jejak masa lalunya kurang baik",Youtube,"intinya patrick kuivert memang salah dalam memilih taktik , akan tetapi erick thohir sebagai pemegang tetinggi PSSI lebih salah da terlalu cepat mengganti pelatih yg sudah berjuang bersama dari nol dan mengganti dengan pelatih yg jejak masa lalunya kurang baik",intinya patrick kuivert memang salah dalam memilih taktik akan tetapi erick thohir sebagai pemegang tetinggi pssi lebih salah dah terlalu cepat mengganti pelatih yang sudah berjuang bersama dari nol dan mengganti dengan pelatih yang jejak masa lalunya kurang baik,39,Coach_Kluivert,0,Negative
Salah dikit mundur salah dikit mundur kapan maju nya euy sty udah bagus bukanya di suruh improve malah di pecat diganti si goblin yang harus adaptasi lagi,Youtube,Salah dikit mundur salah dikit mundur kapan maju nya euy sty udah bagus bukanya di suruh improve malah di pecat diganti si goblin yang harus adaptasi lagi,salah dikit mundur salah dikit mundur kapan maju nya euy sty sudah bagus bukanya di suruh improve malah di pecat diganti sih goblin yang harus adaptasi lagi,27,Coach_STY,0,Negative
Udah indobesia gagal rrq jg ga lolos playoff.. Lengkap dah😅,Youtube,Udah indobesia gagal rrq jg ga lolos playoff.. Lengkap dah hedeh,sudah indobesia gagal rrq juga enggak lolos playoff lengkap deh hedeh,11,General,0,Negative
minimal 2 orang yg mundur tapi lihat model orangnya Ndak mungkin mau mundur,Youtube,minimal 2 orang yg mundur tapi lihat model orangnya Ndak mungkin mau mundur,minimal 2 orang yang mundur tapi lihat model orangnya indak mungkin mau mundur,13,General,0,Negative
"Masalahnya bang, kata peter drury, nearly is nothing. Hancur dah tuh abang abang gua.. s*alan... 
 
 Maafkan Orang orang di negeri ini coach shin :(",Youtube,"Masalahnya bang, kata peter drury, nearly is nothing. Hancur dah tuh abang abang gua.. s*alan... Maafkan Orang orang di negeri ini coach shin :(",masalahnya bang kata peter drury nearly is nothing hancur deh tuh abang abang gua salan maafkan orang orang di negeri ini coach shin,23,Coach_STY,0,Negative
BANG FERRY SEMOGA ABANG BACA KOMENKU AKU MOHON BANG TOLONG BANTU STY BALIK KE TIMNAS LAGI SUARAKAN BANG GW CAPEK NONTON TIMNAS KEK GINI MULU KEK SETELAN PABRIK ANJING😭,Youtube,BANG FERRY SEMOGA ABANG BACA KOMENKU AKU MOHON BANG TOLONG BANTU STY BALIK KE TIMNAS LAGI SUARAKAN BANG GW CAPEK NONTON TIMNAS KEK GINI MULU KEK SETELAN PABRIK ANJING wajah menangis keras,bang ferry semoga abang baca komenku aku mohon bang tolong bantu sty balik ke timnas lagi suarakan bang gue capek menonton timnas kayak begini mulu kayak setelan pabrik anjing wajah menangis keras,32,Coach_STY,0,Negative
lebih percaya dengan Gareth Southgate ketimbang Patrick Kluivert,Youtube,lebih percaya dengan Gareth Southgate ketimbang Patrick Kluivert,lebih percaya dengan gareth southgate ketimbang patrick kluivert,8,Coach_Kluivert,0,Negative
"kalau punya malu mundur sih,,tapi kayaknya org2 yang di dlm udh hilang urat malunya....",Youtube,"kalau punya malu mundur sih,,tapi kayaknya org2 yang di dlm udh hilang urat malunya....",kalau punya malu mundur sihtapi kayaknya orang-orang yang di dalam sudah hilang urat malunya,14,General,0,Negative
"Secara tidak sadar, kita sdh termakan asumsi2 konten kreator yg mencari engagement semata. Yg awalnya dibilang ahli stoikisme, lalu jd ahli ekonomi, lalu ahli geopolitik, lalu ahli politik dalam negeri, skrng ahli sepakbola. Stay relevan 🙏",Youtube,"Secara tidak sadar, kita sdh termakan asumsi2 konten kreator yg mencari engagement semata. Yg awalnya dibilang ahli stoikisme, lalu jd ahli ekonomi, lalu ahli geopolitik, lalu ahli politik dalam negeri, skrng ahli sepakbola. Stay relevan melipat tangan",secara tidak sadar kita sudah termakan asumsi2 konten kreator yang mencari engagement semata yang awalnya dibilang ahli stoikisme lalu jadi ahli ekonomi lalu ahli geopolitik lalu ahli politik dalam negeri sekarang ahli sepakbola stay relevan melipat tangan,37,General,0,Negative
"Secara tidak sadar, kita sdh termakan asumsi2 konten kreator yg mencari engagement semata. Yg awalnya dibilang ahli stoikisme, lalu jd ahli ekonomi, lalu ahli geopolitik, lalu ahli politik dalam negeri, skrng ahli sepakbola. Stay relevan 🙏",Youtube,"Secara tidak sadar, kita sdh termakan asumsi2 konten kreator yg mencari engagement semata. Yg awalnya dibilang ahli stoikisme, lalu jd ahli ekonomi, lalu ahli geopolitik, lalu ahli politik dalam negeri, skrng ahli sepakbola. Stay relevan melipat tangan",secara tidak sadar kita sudah termakan asumsi2 konten kreator yang mencari engagement semata yang awalnya dibilang ahli stoikisme lalu jadi ahli ekonomi lalu ahli geopolitik lalu ahli politik dalam negeri sekarang ahli sepakbola stay relevan melipat tangan,37,General,0,Negative
"bersama STY hal yang tidak mungkin menjadi mungkin 
 bersama PK hal yang mungkin menjadi tidak mungkin",Youtube,bersama STY hal yang tidak mungkin menjadi mungkin bersama PK hal yang mungkin menjadi tidak mungkin,bersama sty hal yang tidak mungkin menjadi mungkin bersama pakai hal yang mungkin menjadi tidak mungkin,16,Coach_STY,0,Negative
"Ini semua tanggung jawab erik dan jajaran pssi ,mengatikan pelatih di tengah turnamen ,federaai harus bertanggung jawab itu",Youtube,"Ini semua tanggung jawab erik dan jajaran pssi ,mengatikan pelatih di tengah turnamen ,federaai harus bertanggung jawab itu",ini semua tanggung jawab erik dan jajaran pssi mengatikan pelatih di tengah turnamen federaai harus bertanggung jawab itu,18,Mgmt_ET,0,Negative
"Yang salah itu yg milih pelatih, sdh tau itu pelatih minim pengalaman, dijadikan pelatih timnas, berarti ET yg hrs mundur",Youtube,"Yang salah itu yg milih pelatih, sdh tau itu pelatih minim pengalaman, dijadikan pelatih timnas, berarti ET yg hrs mundur",yang salah itu yang memilih pelatih sudah tau itu pelatih minim pengalaman dijadikan pelatih timnas berarti et yang harus mundur,20,Mgmt_ET,0,Negative
Ojok e.t yang mundur.. q masih yakin sama program e t,Youtube,Ojok e.t yang mundur.. q masih yakin sama program e t,ojok et yang mundur ku masih yakin sama program e t,11,Mgmt_ET,0,Positive
ET dengan sadar diri harus mundur,Youtube,ET dengan sadar diri harus mundur,et dengan sadar diri harus mundur,6,Mgmt_ET,0,Negative
"Mungkin kalau untuk proyek jangka panjang gw lebih setuju Alex pastoor yg di naikin jadi kepala pelatih Timnas,,
 Justru kalau rekrut STY lagi PSSI bakal lebih di hujat habis""an😂😂",Youtube,"Mungkin kalau untuk proyek jangka panjang gw lebih setuju Alex pastoor yg di naikin jadi kepala pelatih Timnas,, Justru kalau rekrut STY lagi PSSI bakal lebih di hujat habis""an lawak lawak",mungkin kalau untuk proyek jangka panjang gue lebih setuju alex pastoor yang di naikin jadi kepala pelatih timnas justru kalau rekrut sty lagi pssi bakal lebih di hujat habisan lawak lawak,31,Coach_STY,0,Negative
"11:21 Udahlah, Salahin Erick Tohir
 Mecat pelatih kok pas mau ada event penting
 Noah kalau pas waktu manggung, tiba² lukman dipecat, ya bingung juga co",Youtube,"11:21 Udahlah, Salahin Erick Tohir Mecat pelatih kok pas mau ada event penting Noah kalau pas waktu manggung, tiba² lukman dipecat, ya bingung juga co",1121 sudahlah salahkan erick tohir mecat pelatih kok pas mau ada event penting noah kalau pas waktu manggung tiba lukman dipecat ya bingung juga cowok,25,Mgmt_ET,0,Negative
Erick Thohir yang harus bertanggung jawab,Youtube,Erick Thohir yang harus bertanggung jawab,erick thohir yang harus bertanggung jawab,6,Mgmt_ET,0,Negative
"menurutku Balikin STY,Fokus piala Asia,dengan squad mewah ini..Kuasai dulu Asia lah,jangan Terllu kejauhan dulu mimpi nya,😅😅😅",Youtube,"menurutku Balikin STY,Fokus piala Asia,dengan squad mewah ini..Kuasai dulu Asia lah,jangan Terllu kejauhan dulu mimpi nya, hedeh hedeh hedeh",menurutku balikin styfokus piala asiadengan squad mewah inikuasai dulu asia lahjangan terllu kejauhan dulu mimpi nya hedeh hedeh hedeh,19,General,0,Negative
